Review	Score
This item is well built and I like the terminal ends and how they have the spring built in. These aren't going to be the most durable road cables but for home and light road use they will work well.	1
"Great as a booster, as others have said. For solos, it'll boost your mids and your signal. As an overdrive, it's great, kind of a midsy, Marshally sound. It does suck out some of the low end, but you can fix that on your amp or board or whatever. It's a Boss, it's solid - and a great price. Remember, this is overdrive - not distortion. For distortion, look at other Boss pedals."	1
"I was not happy with the sound of these strings. The EAD steel wound strings sound dull and the nylon GBE strings sound tinny. For an extra $2 I bought the D'Addario EJ45 Pro Arte and got a much, much higher quality sound out of my 40 yr old Yamaha G-60.  Spend the extra $2 its well worth it."	0
Fantastic stuff....I sprayed it in my bass guitar's pot and now its like new. Wish I had found this stuff sooner.	1
"This my second Hosa guitar cable.  (The other one is shorter.)  Like my first Hosa cable, this is a high quality item.  I'd definitely buy more cables of this brand."	1
"These speakers worked great for 14 months. Last week (4/8/13), one of them wouldn't power up all the way. The problem is getting worse every time I try to use them, and it's just a matter of time before it stops working.  It seems there is a problem with the capacitors that I did read about in a few reviews. I took a chance on the monitors anyway, and it was a huge mistake. I only use them between 2 and 4 hours per week. I contacted M-Audio's online support system and was given addresses to two electronics repair shops. One on the East coast and one on be west coast. I've since found many complaints about this same issue all over the Internet and on the M-Audio support site. M-Audio doesn't stand behind their products, and I'll never purchase anything from them again."	0
"I tried with with my Macbook Pro with both Mountain Lion and Mavericks. Also with my Win7 x64 machine. I tried it with a variety of MIDI capable gear including trying to update firmware on FX hardware, sending and receiving MIDI PC and MIDI CC, as well as transmitting MIDI Clock in and out. I simply couldn't get this to work most of the time. Active Sense used on most Roland products seems to kill it completely.In contrast I purchased the -MU's Xmidi 1x1 Tab and it works flawlessly and without issue every time I use it.I should have totally returned this product. Instead it's in a landfill."	0
"Big disappointment. I've been so impressed by Epiphone's but this one didn't do it. Quality of manufacture and assembly great. Pickups far less than inspiring. Yes, it's a great platform but was so expecting those P90 sound. I may have received the one in a hundred lemons as so many have commented positively on it. Just didn't have the tone and bite I was expecting.I could certainly invest in some PUP's but I have too many great P90 guitars to bother. Roll of the dice I guess."	0
"Right out of the box, the low E string had a buzz and the intonation was WAY off (fretted E note on the 12th fret too sharp). After the appropriate truss rod adjustments the buzz problem was solved. Next, I proceeded to adjust the intonation. I was able to get the intonation for the A, D, G, B, and high-E strings spot on. However, after bringing the saddle for the low E string as far back as it would go, the fretted E note on the 12th fret was still sharp.I also noticed that the bridge is slightly crooked (the low E string end of the bridge is closer to the neck than the high E string end of the bridge) - the bridge could have started out crooked or it could have shifted due to the high low-E string tension (loose bridge) -- which would definitely contribute to the defective low-E string intonation.I love the Red Burst design of this guitar (it looks absolutely WICKED). Unfortunately, I'm going to have to return it. I'm going to get a Squier Strat instead (with either aMapleorRosewoodneck).---[Update November 15, 2013]I ordered the Squier Strat direct from Amazon 6 weeks ago, but it was placed on backorder. I contacted Customer Service a week ago and was told me they wouldn't get it back in stock until December. Then, to my surprise, the Squier Strat was delivered yesterday! Yay!! :D The happiness!!I was able to get the Squier perfectly intonated. It's Red Burst like the Legacy (Fender calls it Antique Burst). It's a beautful guitar and and I'm loving it!"	0
"I own the SN-8, which btw, is the best tuner I've ever used. I bought this bc it said it was made specifically for bass frequencies & violin. So I wanted to use this w my acoustic bass and violin. I was also intrigued by the &#34;tighter&#34; tuning aspect of the bars on this. Let me tell you, if it worked, the bars may have been a cool feature, but when you are fine-tuning an A string and it tells you you are on E (when you know you are on A bc the other tuners all say A, and it matches the piano), then there is a problem. I could not find any way to re-calibrate the thing, so it looks like it's just defective. The one I received was completely useless.I am amazed at the great SN-8...I am disappointed in this thing. I must have just received a dud (I hope, since these usually get good reviews), but I will be returning this since it absolutely does not work correctly. On the flip side, I will be getting another SN-8 in it's place, since I know those are great tuners & I love the one I already have."	0
Only Lasted 2yr.  I have a lot of cheaper cables that get more use/abuse than this one that have outlasted it.	0
"It just randomly pops off my bass, it's so slick that when you let go it the neck just goes straight down. I hate it."	0
The plastic knob that you use to tighten the ball and socket doesn't grip very well and even the lightest camera will slip and sag. it's a great idea but not well executed.	0
"I recently bought a few packs of Jazz IIIs and I was shocked.  They don't play at all like what I was expecting.  Under high magnification the edge doesn't look the same as the old Jazz III either, and they don't play the same if you turn them over!!!  What's up with that?I'm sorry to give such a poor review to a great brand like Dunlop.  Let's hope this is just a short-term fluke."	0
"This cable was very affordable, but you get what you pay for. It sounded brilliant while it wasn't broken, for about the 4 hours of runtime. It works if it isn't abused at all, but if you abuse it in any way at all, your out an XLR cable. I do not recommend this product at all for heavy usage."	0
"This capo is awesome, it looks and feels very nice and premium, it works on all of my guitars not much more you can ask for."	1
"Good Quality, great price, easy to install, easy to lock and unlock, fast delivery. Better than going to the always overpriced Guitar Center."	1
"My bass had original-equipment Dunlops on it, but they were silver-tone, whereas all my other hardware is gold.  And after 30 years, they looked kind of dirty and tarnished.  So, I knew it was time for a new gold set, and I couldn't be happier with their look and quality.  I have used that other S-brand on other instruments, and really prefer the Dunlops."	1
"I love Tascam gear, and have used it for nearly 30 years. I was excited to try out this interface and see what it could do. Unfortunately, I was disappointed.While the construction and mechanical function of the device itself were good, the actual function with the computer left much to be desired. Also, the complete lack of a manual with the one I got made it very difficult understand the functions. (Sorry, but with a device this expensive and which includes 2 CDs of software, how hard would it be to include a full manual on the install CD?)There was a very small quick start guide included, which basically just named the various switches, inputs, and outputs, and gave extremely sparse directions about using the software mixer screen. I was forced into trial and error to see if I could get a serious recording in anything remotely resembling a multi-track mode. I could not. I could record and layer multiple tracks (I was using Audacity, didn't want to install Cubase), but I could not get playback from the previous tracks while I also had live input. Now this could have been my computer or Audacity, as it is an older Win XP machine, but it played back multiple tracks without problem.There was nothing in the mini-quickstart guide to address this, or even hint where one should look, other than going to Tascam's web site. I'm sorry, but that is just not good enough with a device this expensive. There should be a complete manual, at least in pdf, included with the product. If I am going to use this to do serious recording, the last thing I want to do is waste huge amounts of time digging information out of a website, or worse, from ""user community"" threads in some blog.Which brings me to another minor complaint - no Linux drivers included. I use mostly Linux, with only one Windows machine for software which I can't get on Linux. I wanted to try the software under Wine on Linux but was under time constraints.Then there are the generic problems with software interfaces replacing hardware. With a hardware mixer, I can access as many controls as my fingers can handle (3 or 4 on some mixers) at the same time. Computerized mixers can only do 1 thing at a time, and one must be constantly moving the cursor from one thing to another to access controls. The controls on  this interface were very fussy, and you have to position the cursor just exactly on a very small portion of a button to get it to react. I found it very tedious, and again, no actual instructions were included to help with that process. With a touch screen, it might be easier, but then why not just use buttons on a real mixer in that case? (Yeah, I know, touch screens are COOL.)Also, software based functions are always limited by your computer and OS, and that means everyone can have a different experience - consistency is much harder to maintain.I am old school, and find hardware mixers far more responsive and useful. I know that lots of people are all excited about having software versions of hardware in their computers, and saving space, etc., etc. I value function over fashion, however, and that is what I have always liked about Tascam gear: it was supremely functional. This software falls far short of what I expect from Tascam, and the lack of a manual for the interface is inexcusable.Good mixers, especially for multi-track recording, can be complex and difficult to learn. The layers of signal interconnection can be hard to understand at first, and takes some time to get comfortable with. Old Tascam manuals actually used to have a certain amount of instruction in multi-track recording, which was helpful to aspiring recording artists. Not so here.I had really hoped to give this 3 or 4 stars, but sadly, it only rates a 2 (2.5 if I could) for me. Come on, Tascam, you can do better than this."	0
"...what is the sound in the background of the hissssssssssssss? My guitar I guess, but who cares? I honestly bought this gizmo for the extremely good hisssssssssssssing nothing else.A question to AMAZON: Companies producing objects that are nothing else than a lemon shouldn't be prosecuted?P.S.I think it is ""too polluting"" for 'low cost' items to waste again in paper box, transportation, restocking work, refund work and so on. This is why 99% of the time I do not ask for my money back / BUT / sell this lemon on Amazon, online with other websites,  and in all the instrument shops worldwide in a total bad faith (while testing nobody in iRig noticed the overwhelming  hisssssssing?) well that is beyond me!"	0
"This is a great pedal I picked up used, they can be had cheaply on the used market. I actually use it with both an acoustic electric guitar to get a little distortion and the bass guitar for some grit. The 2 EQ pots on the front panel make it very versatile, enough to use with a cigar box guitar also.The pedal can preserve bass signal and still be EQ'd for saturated distortion. The other reviews speak for this pedal both here and on other sites and one can see why it is so popular. I also other Boss Distortion pedals. Like most people, I own a DS-1 and an MD-2 which are both cheap and effective. I own a HM-2 Heavy Metal 2 which caters more to the traditional metal sound and I actually think this pedal is more versatile IMO with different guitars where you may not want a strictly metal tone.I also own an older 80's HM-2 Heavy Metal which will run circles around the metal zone for classic thrash and speed metal tones and almost any other heavy distortion pedal that I could never part with, overall i like this pedal, but it cannot top the older legendary Boss pedals."	1
Fender cords look great and work just as well. By adding the word California to the description I'm sure to sound like the Beach Boys...	1
Bought this Hosa Pedal Cable for our son to interconnect his guitar pedal. It works well and seems to be durable. It hasn't given him any problems so far. It doesn't appear to change the sound quality or tone. Great product.	1
Again I feel line I work for Dunlop.....I don't just love the products .all my guitars and Basses have these locks	1
They are screws. They screw in and hold things. To say that they did less would've gotten the 1 star. I like them.	1
"very simple, very user-friendly,and the feature that is most important i think, versatile. the OS/DS and drive knobs allow you to chose between a very different bunch of tones. and also, for the money, a great deal. 100% recommended."	1
It's a very cute little capo. It works great on my ukulele and mandolin but of course it's hard to use because when you get into the higher frets the frets are VERY small. But it works.	1
"TC is very overrated.Many pedals I have out performs this in my opinion.  The vintage BBDs (MXR Vintage DElay, Morley 70's echo) for example just take it.  But for newer pedals I liked the MXR Carbon Copy and Ibanex DE 7 much better."	0
"bought for my son to do game capture voice overs. the first day it was fine, if a bit sensitive, by the third day it was broken. cheap to buy, but cheaply made."	0
"I had to actually follow the instructions and drill holes as specified, then it worked like a charm!  Glad I got them, much less hassle tuning up for a gig."	1
"Let me first start off with the sizing. When they say ""Fits Soundholes from 33.75"" - 35"""", they really mean it.You are going to have a hard time trying to fit it even if it is 1/16"" smaller than the specifications.I know I did. My friend's Oscar Schmidt 3/4 sized guitar was just that much smaller and it did not fit well. The edges did not ""catch"" completely  and it looks terrible.My classical guitar had a similarly sized soundhole but because of the much wider fretboard at the edge of the soundhole, it did not fit at all. You could try cutting the edges off the Oport at the fretboard.The main issue is the sound.Yes, it does make the sound fuller when you are strumming, slightly but enough to tell.However, it does so at the expense of the sustain and harmonic overtunes.Fingerpicking just does not sound as nice as before, even though the guitar is noticeably better on the bass notes.For me, that does not justify it.A simple bone saddle does way better than this and it cost less.Another thing I found out was what was Amazon does to stuff others return - they resell as brand new if it looks brand new.The packaging on mine came slightly torn and looked as if it had been opened. Does it matter? In practical terms, no, not for this sort of item.I guess that is how Amazon keeps their prices low yet with good customer service and return policies."	0
"Hi Folks! OK, this thing is cheap. That's cool. But a cheap item you can't use is money thrown away. Before buying this I had read various reviews of some folks liking it and others saying it's too small. Well, I want to clear this up once and for all. IT IS TOO SMALL! Specifically, it is too short to reach across all six strings if you go past the third fret or so (depending on your guitar), AND it doesn't open wide enough to be able be slid down past the third fret, even on a skinny neck. This thing really is a puzzler. I mean, who the hell would make capos this size, especially when they could've made capos that actually fit for the same production price and sold them at the same price? Someone somewhere is just plain ass stupid. HOWEVER, a positive from this whole mess is that I finally found a capo to use with my ukulele, and for way cheap, ha ha. But if you are looking for a capo for a guitar of any size, this is utter garbage. Cheers!"	0
"Great product, I've use them before and have always thought they were top quality.  They aren't much larger than the originals that came with the guitar and that extra piece of mind is great!  Easy installation without any modification (at least on mine) and they connect/hold very solid.  Just make sure the buttons are all the way in or you could have mishap ;)"	1
"I have been playing guitar since I was 6 years old (over 3 decades) and I must say this was a very pleasant surprise.  I haven't had an electric in years, and didn't have the budget to get a Gibson, so picked up this Epi Les Paul 100 instead, along with a Fender Mustang I Amp.  Great combination.  This guitar has a very sloid feel, and came set-up perfectly right out of the box.  All it needed was tuning.  Unlike others, I didn't feel that the strings I got needed to be changed right away, but probably within the first two weeks you will want to change them.  Replaced mine with Ernie Ball ""Not Even Slinky's"" and couldn't be happier with the way this thing plays and sounds.  Great sustain, beautiful harmonics, the clean tones are warm, can get nice blues tones out of it, and superb thrash metal too.  Very versatile.  It does not quiet do country or jazz, but it wasn't really meant to.The action is extremely easy, fret board has a great feel to it, good width on the neck, not too slinder but not too thick.  It just feels good in your hands.The finish on this product is very nice.  One thing though, the pick guard is kind of a tan / cream off white color, not bright white as pictured, but it still looks great.Also, not mentioned in the description, but this does come with a 12 foot cord, but it's not the best quality.  Would recommend picking up a new one when you order.Overall, this is well worth the $500 that they list as the MSRP.  At less than half that its a steal.If you are considering this instrument, don't hesitate."	1
"Hard to believe this was so bad. I have a Planet Waves locking guitar strap, which is a dream, and thought this would allow me to lock a regular strap. However, it is so thick that it can't really fit on a regular guitar strap pin with a strap, and when I tried to lock it, the two pieces came apart. Go with the Planet Waves Lock Straps."	0
"I bought this little pedal back in 1996, about a year after I got my first guitar.  I've tried other pedals, but ultimately, this one gives me the best sound.  It's very versatile and it's really easy to dial in just about any sound I want.  You might get a more dramatic effect from expensive rack units, but for cost and practicality, this pedal is your best bet!"	1
The Hosa XLR cables are affordable and very heavily made.I have a large mixer and rack and cables everywhere.I decided to purchase shorter cables and the Hosa cables 5ft measurement worked perfectly.You really will not be disappointed with these.	1
"I use the capo for my guitar and it sounds awesome. I like to put the capo on the first fret and when I play a song I made, it sounds really really good. The capo is very easy to use as well."	1
"I used AC30 for years, lost them, and decided to make a change and buy these.Sound quality of AC30 wasn't anything to write home about but had decent cleans and gains, but this one has a horrendous clean (tried with my strat and tele, play jazz/blues mostly), and mediocre gain, you can get a lot better sound even with the free amp programs for ipod and computers (buying a 25-35 buck connector cable), though, granted those tend to have feedback problems when you use certain gain-y settings.For people worried about CONSTRUCTION, these turned out to be very sturdy (AC30s i previously used did, but the built/materials are exactly same).Even if you're determined to settle for the mediocrity of phone amps, go for cheaper models, or simply buy AC30, the latter has acceptable cleans.."	0
"If it's good enough to track Tom Petty's vox on the heartbreakers albums, its good enough for the rest of us. Sounds great on amps and perc. Dropped one from a 12 story building a few years back into a parking lot and it barley dented the housing and still works 100%. My drummer still uses it on his kit and I never told him haha (hope he doesn't read this review!) It's a shame the new mics coming out (wireless stuff they make: IE Presentor, PG seies, digital series etc) are such flimsy pieces of garbage. This is the last of the cool from Shure."	1
"I got this to power my Danelectro Honeytone amp since it eats batteries like candy.  It's a power adaptor, so it isn't too exciting, but it works fine."	1
"I even called Dunlop to see if these lok strap systems would work for an electric acoustic.  The guy at Dunlop told me ""oh yes, they have been specifically designed to work with electric acoustic"".  That is NOT the case.  I purchased multiple units, and it will cost me more to return to Amazon than it's worth.  But basically I know have hunks of plastic that I could use to make a sculpture!Because of the bottom pin being the plug in for electric pick up, the thickness causes a problem and this plastic do hickey will not fit.If anyone out there has a solution for securing the strap, please reply to this feedback.What really frosts me is that I called Dunlop and apparently their customer service folks don't know their products well enough to be recommending product.  It's called, TRAIN your people!!!"	0
these strings provide a warm crisp tone that makes any dreadnought guitar sound like heaven I use them all the time	1
"I don't know if this is a common problem, but i have these on both of my basses, and one of the arms that attaches to the actual body of the instrument is starting to show some sort of blemishing, like metal does before it rusts, it is literally only one of the arms out of 4 i have so i think it was just a random thing. The problem is that it makes it so my strap doesn't just spin free in it so the screw keeps getting loose, and one time (the first time) i didn't notice and it actually fell out. Notice i still like the product, this was just one of those things i think, so I would still recommend it."	1
"Not much to write about here, but it does exactly what it's supposed to. filters out the pop sounds. now my recordings are much more crisp. it is one of the lowest prices pop filters on amazon so might as well buy it, they honestly work the same despite their pricing,"	1
"I've been using primarily Alchemy strings for years but just got tired of spending so much for them. I figured I'd try some others at half the price and see if any stack up.These were the first to go on, and they were a HUGE step down from what I had on. The strings I took off were probably two months old an had spots of corrosion on the high E string. They were twice as loud as these. When you take these out of the pack, they sort of flop out like wet spaghetti. They don't do the fast unravel thing that strings typically do. The cons definitely outweigh the pros here.Pros:-Very flexible, string bends are easy-Easy on the fingersCons:-The most dull sound of any strings I've ever heard. Especially on the low end. They're dreadfully lacking in rich low end sound. The highs are very tinny. Almost sounds like a bad recording.-Your fingers stick when you try to slide down the strings. It's the weirdest thing. This is especially true for the G string. It's hard to explain, but it's kind of like rubbing against something really clean, where your hand does that skipping sort of rub and there's tons of squeak to boot. Anyways, it sucks. Grip is the last thing you want on your strings.Bottom line: Unless you have some wicked arthritis and just have to have super easy to bend strings, these should not be purchased. I'll never buy again. This is the first time in my life I wanted to change brand new strings."	0
"Do as the manual says, lube them up every so often, and these will work like a charm. I got these after an unfortunate incident with my strap slipping off of the strap button, and taking a chip out of the binding. The black ones work well with most finishes, and it works with most straps, as long as the ends aren't ridiculously thick. Inside of the box, it came with 2 screw sizes. One thing to note however is that these make the strap protrude much farther out of the guitar than normal. No biggie however, as most straps are adjustable, so just adjust for the change in strap position, and you're golden!"	1
It says for a Banjo or a Mandolin but ukulele is the first instrument listed on the box. It is just the right size to clamp over four strings and taking it on/off is really easy.	1
a couple of bucks more than dunlop...which i have not tried..i own a couple wish they were cheeper i would have one in each case..but it works fine..and is well made...arrived on time..enjoy	1
"The concept of this guitar stand is great, and I thought it would be perfect for my two Telecasters...That is until I get the stands in place and put the guitars in them. The stands have a very deep angle, and from what I could tell, the guitars were sitting about 40 to 45 degrees back.It just looks silly, like your guitars are trying to slip out of the stand, or are in a slow-motion fall backwards. It also ends up taking up WAY too much space, as the stand has to be set out from the wall or corner quite a bit for clearance purposes. I ended up returning these stands, but would definitely buy again if they produced a more upright version."	0
"Even though these are folk strings, I put them on my 35 year old dread and they sound really good.I hope they last longer than some of the reviews indicate.I also wipe them down after playing to minimize tarnishing.So far so good"	1
"I bought this pedal new, hoping to get an electric solid body guitar to sound somewhat like an acoustic guitar on stage.  I knew going in that it would not sound like a Martin D-28, but I thought it would be good enough to play a couple of acoustic parts without having to switch guitars.Imagine my profound disappointment.Really, Boss??? This is by far the worst pedal I have ever used of yours.  This thing has a terrible hiss when you turn the ""Top"" control higher than about 9 o'clock.  At first I thought I must have a defective unit, but then I started reading reviews on-line.  Seems like it is part of the design. It's too bad because one can hear some promise in the faux acoustic tones, hidden beneath a wall of fizz. Totally unusable, as far as I'm concerned. By the way, I tested it direct to a PA as well as into a guitar amp with a single coil guitar (strat)."	0
"The Boss CS3 is right for me, I have been using it with excellent results, I have many compressors, Line6, MXR, Behringer, Digitech, and although I alternate their use the Boss stands out on many rig configurations, it can feel a little bit overcompressed sometimes but in general a very good product, I highly recommended it as your main compressor, if you dont like it probably you dont know how to configure it, good luck."	1
"As several of the previous posters astutely mentioned, 'you will need a noise gate to use this pedal'. I completely agree with that. And it will sustain your notes. It will actually raise the volume to make them sustain. But you will have extraneous hiss when the guitar is not playing to cover it up. The only way to get rid of this hiss is to use a noise gate. I use the NS-2 when I use my chain of pedals. That said, this pedals has some wonderful uses. Every note will have the same volume. You can hit the chord as hard as you like or as softly and it will play at the same volume. You can set it to sustain for days. Again, you will need a noise gate. There is nothing transparent about THIS compressor as there is almost all of my other compressors, but none of them are as ""ACTIVE"" as this one. Perhaps that's the price you pay for what this pedal can do. I recommend messing with it quite a while. You can do some incredible funk, jazz, metal vibes out of it."	1
The unit I received did not work. I returned it. I like the other joyo pedals I ordered so I am going to give this one another shot.	0
I got 3 of these to plug XLR cables into the 1/4&#34; jacks on my board. I got it because my board only has 6 channels with XLR inputs. None of them work. Perhaps I got the wrong thing?	0
"This is my third pack; the 1st pack has been using for two months, the sounds are rich and full, and the feels are still good.  I broke the high E on the 1st attempt of restringing, and luckily I had bought 2 packs at the same time.  So, I want to keep a completed pack for back up.  I have been fingerpacking for quite long time recently, sometime, i will practice for 4-5 hours+ until i'm tired for the session.  I have used light steel strings on my acoustic, but these ones are easier for fingers even just tiny lighter."	1
"This was one of two I purchased. Also bought the 25' Length and used them on an assignment recently.  They fit my RODE Mic nice and tight, other cords I have bought didn't and the sound quality is excellent. If Amazon allowed a link I would give you a link to a video I just finished on the Independence of the Seas.  Go to my website and look for it...IPA IMPRESS dot Com"	1
Basically because they are the easiest to squeeze in my opinion.  I have big hands which may be part of it.	1
"I heard great things about the S6 and so, being a novice without any idea of what to buy, I bought it based upon reviews. I've played it for a year, and after spending many hours in guitar stores comparing guitars, here are my (humble) thoughts:- The Seagull is comparatively unattractive. Its snake-head headstock with the tiny, not-great tuners looks out of place on a dreadnaught guitar.- The cedar top is very nice looking, and the rosewood fretboard/bridge on mine are very nice.- The laminate sides/back seem much thicker than competing guitars, and this makes the guitar heavier and, to me, less &#34;alive&#34;/resonant during playing.- The satin-finished cedar top is very easy to marr.- The cedar is warm at low to mid strumming force, but at a heavy strum, the top seems to bottom out and lose definition.- The treble sounds tinny to me and the bottom end seems muddy.- The frets are smaller than competitors but are OK.- The binding is a sharp 90 degree angle without any radius to it so it cuts into the chest and arms after playing - something I've not encountered before.- I can get the action very, very low before the frets rattle - nice!All in all, it is an OK instrument that stands out simply because it's made in Canada for Asian/Mexican prices - that said, just because it comes from Canada doesn't embody it with mystical vibes. In fact, for the price range, I can get a just-as-good Asian/Mexican guitar with a nicer laminate back/front, Sitka spruce solid top wood, better tuners, and a more attractive headstock - with a gloss finish for durability and that sounds just as good.I don't regret getting it, but I feel like I overpaid for what I received, and while the brand might have been a great deal at last decade's exchange rates, I have seen much better guitars in shops for the same price. Seagull to me is over-hyped.Thanks for reading!"	0
"This mic is well made (heavy on the mic-end).  However, I have yet to try it with my multi-track studio."	1
I got these for a custom les paul 5 string bass I had built and one of the locks broke off after a month and a couple of uses. Also the locks were quite uncomfortable to use. I had never used strap locks before and don't think I will again.	0
Got a packet to try but I found they are better than the Gator screws that came with my case! My equipment is very secure. Highly recommended.	1
"These are not the greatest but they're cheap and they get to you fast when you need them. I've only had one fail and I've bought many of them to use in our broadcast studio.Amazon is the first place I go when I need cables for audio, video, computers or concert lighting.Good music to all!"	1
"I normally tune to drop f on my 8 string, but even in standard, I just cant stand the strobe, and theres no other mode. I ordered a pitch black for $70. Im still waiting on the return for this."	0
These guys are rock-solid and really easy to install. Any time I get a new instrument I change the stock buttons out for Dunlops!	1
"A friend showed up at our monthly guitar club meeting with this and I loved having an on/off switch right at my fingertips. Genius!I bought 2 immediately. The shorter one goes from my guitar to the pedal board and the longer one from the pedal board to the amp. Works like a charm and no excuse now for damaging amps or ears.Two issues to consider. The right angle plug was a mm or 2 short of being able to stick into my Tele and my Takamine. It would not seat properly and would slide out. I had to turn the cord around and use the right angle on the pedal board side, where it worked, but now the switch is &#34;down there&#34;. I don't think Planet Waves is the first connector that I had a problem with that so I dont blame them, but maybe stick with the straight jack if you are not sure. Second issue is simply that these little button-switches are fussy. You have to make sure you have it in the right position by looking at them - feel wont do. (If you see the white edge they are &#34;quiet&#34;)"	1
"For the money, this karaoke mic does a decent job for any vocal use. Good to keep as a spare in the gig box."	1
"I have been playing for about 7 years now and have a Tak Jasmine Acoustic and a Jay Turser Strat knockoff.  I really love the Les Paul sound but my pocket book is not large enough for the Les Paul price.  I've read just about everything I can on these Epi's and finally went to my local Music store to try one out.  My initial impression was somewhat mixed.  The sound was good but the action seemed ""off""  After playing a few scales and a couple easy chords I began to get a feel fro the action on this guitar.  Then I switched from the rear pickup to the front and BANG there was that sound I was looking for.  Classic Gibson Les Paul sound (in all fairness the amp was setup for a strat).  After playing around a bit more I asked to try one in the cherry finish.  They unboxed a new one for me and WOW this guitar looks AMAZING!  I sat down plugged it in and played a bit. Instantly I was in love.  The action was perfect (despite the some what heavier strings than what I'm used to).  The sound off both humbuckers was classic and playability of this guitar has to be tried to be appreciated.  Tuning is a breeze, and is held as well as any other guitar I own (I always retune before every session anyway).  Epiphone really did everything to capture that Les Paul sound in a economy guitar.  Yes I know you puriest will point to the bolt on neck, the cheaper humbuckers, the flat top construction, and the basswood body.  I point to the angled headstock, mahagony neck, rosewood fret board, and Gibson electronics.  I love the simple volume and tone controls (yea a little more knob spinning when switching between pickups) and the tun-o-matic bridge and tail piece is gonna make string changes a breeze (so much better than having the try to thread thru the body).  Even with my somewhat limited practice amp this guitar still sounds amazing, oh and the sustain from it well lets just say I hit a low E last night before I went to bed, and I think it is still reviberating in the amp this morning (lol  If your looking for a Les Paul sound at a discount price- consider this your answer. Oh and my local shop was able to give me this guitar at $20 less than any place else, AND they will do a FREE setup for me after I've played it for a while (so far it's been perfect out of the box)."	1
"I have found Hosa cables to be an excellent value. More expensive cables may be more rugged, but for the price, I'm very happy with the Hosa's I have purchased."	1
"Pretty crappy cable. It works and gets the job done, but after purchasing this product and using it, I will shell out the extra bucks for better quality."	1
Almost dropped my bass on the floor a couple days before i got these bad boys. When I put them on I felt confident that I wouldn't have that issue anymore. It's easier to strap up because of the quick release tab. This should be every bassist/guitarist's best friend.	1
"The travel would be tolerable for a sitting position..., but I stand in front of a mic on stage.  The pedal generates  a lot of &#34;noise&#34; so I can't use it.  You get what you pay for.  King Vox and Dunlop High Gain, both passive, have passed the test, and I'm pretty picky!"	0
"I deal with quite a bit of electronic musical instrument gear from guitars, basses, amps, FX, MIDI gear, etc.  Over time most of it starts suffering from scratchy / noisy pots (knobs), input and output jacks that are crackly, etc.In the past I've tried some Locktite electronics cleaner, which is provided in a similar can. It would rarely work.In contrast this has cleaned every piece of gear I've used it on saving me from having to physically replace the pots and jacks. It's really like magic in a can."	1
I don't like the feel or sound of these strings.  I bought both the .010 and the .011 and they both hurt my fingers and sound like tin foil.  I would not buy these again	0
"My first wah was a Morley Steve Vai Bad Horsie. I loved it. It's a switchless pedal that I put through hell. I had it for 3 months before I had to send it back cause it broke. It's still an ok pedal but I wanted the ability to leave the pedal ""open"" to achieve a certain warm sound. That's when I went looking at the cry baby.At the local retailer they had several different kinds of cry babies set up. I put this one against the Hendrix, Classic, and 95-Q cry baby pedals and this basic one sounded by far the best. The only one that sounded better was the 535Q but at over $200 it was out of my price range. I paid $97+tax for my GCB-95 cry baby and it was worth every penny. I don't even touch my Morley anymore. It's cry baby all the way"	1
"I've been using a Crybaby for going on 30 years now.  Some guitarists claim that having them in your signal chain affects your tone in a negative way.  Well, I've never noticed.To me these always feel perfect.  Also, you can adjust which part of the sweep you're using very easily - ie if you want more treble or bass you just the little ""comb"" that moves the wheel on the pot.I've tried other wahs.  Morley doesn't do it for me, and the Vox is very good, I just have always gone with what I knew.  No complaints with the Crybaby."	1
"These are the ONLY straplocks I use, and I have them for ALL of my guitars.  They are the only ones I trust.  They are solid, secure, and they look great.  And the push button release makes them pretty convenient too, without sacrificing security.  Love 'em!!"	1
"My problem is that I am used to playing Hohner Golden Melody and Special 20 harps.  I guess I should have paid attention to the other 1 and 2 star ratings.  These harps have no volume.  Don't waste your money on them.  I guess the only thing worth having is the case, but the case has no handles or carry strap.5/25/14 - I said the case had no handle, well I take that back.  There is a little strap inside that prevents the case from opening flat.  I was able to fold that little strap outwards and then zip the two zippers up to it.  With one finger I can carry the case with my quality harps inside."	0
"I purchased this as my first guitar slide. I loved it for about one month, then it fell off my finger and shattered into tiny pieces. I almost cut myself! I will never buy a glass slide again, I recently bought a Dunlop brass slide and love it. The difference between glass and metal is that glass is a muddier, mellow tone, and glass is crisper, louder, and does not break. I would not suggest this to anyone. The metal ones are about the same price, they don't break, and sound way better. There's a reason ALL pros use metal! The review below is wrong. Slides are meant to cover your ENTIrE finger, all the way to the tip. You don't bend your finger to play slide. You retune your guitar to an open tuning. Just thought I would point that out."	0
"...for something, but not a guitar.  Wasn't sure what to do with it so I now use it to mount a large cookbook, or notepad computer, so I can follow a recipe.  It seems to work okay for that.  Just don't use this for guitars.  An electric guitar will slide out and fall because it leans back too far, and the arms have no grip.  This thing was obviously created by a monkey in some closed door creative testing experimental project.  It may even give you AIDS!  But probably not.  However, animals could have been harmed in the making.  But most likely, and in reality, it will not hold your guitar in a safe manner."	0
These are great patch cables especially for the price. They don't suck any tone they are reliable(I've had mine for 2 years)and are really great for players on a budget.	1
